game_id,team_id,player_id,first_name,last_name,jersey_number,position,role
186400,1381,52120,Joel,Kiviranta,30,F,
186400,1381,47424,Tyler,Seguin,91,F,
186400,1381,47442,Thomas,Harley,55,D,
186400,1381,47431,Roope,Hintz,24,F,
186400,1381,48424,Jason,Robertson,21,F,
186400,1381,47433,Wyatt,Johnston,53,F,
186400,1381,54635,Mikko,Rantanen,96,F,
186400,1381,48419,Jamie,Benn,14,F,
186400,1381,47439,Lian,Bichsel,6,D,
186400,1381,47430,Casey,DeSmith,1,G,
186400,1385,53455,Luke,Cavallin,60,G,
186400,1385,46663,James,Hagens,44,F,
186400,1385,55063,Brian,Halonen,27,F,
186400,1385,58145,David,Pastrnak,88,F,
186400,1385,53454,Matthew,Poitras,51,F,
186400,1385,42293,Morgan,Geekie,39,F,
186400,1385,48464,Connor,Clifton,31,D,
186400,1385,48451,Ivan,Ivan,82,F,
186400,1385,48460,Elias,Lindholm,28,F,
186400,1385,49292,Maxence,Guenette,25,D,
186400,1385,48467,Casey,Mittelstadt,11,F,
186400,1385,58143,Tanner,Jeannot,84,F,
186400,1385,48457,Sean,Kuraly,52,F,
186400,1385,48466,Fraser,Minten,93,F,
186400,1385,58141,Henri,Jokiharju,20,D,
186400,1385,42290,Jonathan,Aspirot,45,D,
186400,1385,53461,Jordan,Harris,43,D,
186400,1385,53459,Alex,Steeves,21,F,
186400,1385,58142,Mason,Lohrei,6,D,
186400,1385,48452,Marat,Khusnutdinov,92,F,
186400,1385,58144,Charlie,McAvoy,73,D,
186400,1385,48458,Will,Borgen,17,D,
186400,1385,58146,JJ,Peterka,77,F,
186400,1385,53457,Jeremy,Swayman,1,G,
171087,1386,58167,John,Gibson,36,G,
171087,1386,58161,Simon,Edvinsson,77,D,
171087,1386,58176,Patrick,Kane,88,F,
171087,1386,44955,Jacob,Bernard-Docker,25,D,
171087,1386,58162,Justin,Faulk,72,D,
171087,1386,58163,Travis,Hamonic,52,D,
171087,1386,56747,Andrew,Copp,18,F,
171087,1386,58148,Emmitt,Finnie,58,F,
171087,1386,58149,Marco,Kasper,92,F,
171087,1386,58151,Dylan,Larkin,71,F,
171087,1386,58152,Michael,Rasmussen,27,F,
171087,1386,58153,J.T.,Compher,37,F,
171087,1386,58154,Carter,Mazur,34,F,
171087,1386,58156,Lucas,Raymond,23,F,
171087,1386,56743,Ben,Chiarot,8,D,
171087,1386,58165,Albert,Johansson,20,D,
171087,1386,58157,James,van Riemsdyk,21,F,
171087,1386,58158,Austin,Watson,24,F,
171087,1386,58166,Moritz,Seider,53,D,
171087,1386,58159,Alex,DeBrincat,93,F,
171087,1386,58168,Michal,Postava,35,G,
171087,1387,58170,Carl,Lindbom,30,G,
171087,1387,50669,Lukas,Cormier,51,D,
171087,1387,48626,Rasmus,Andersson,4,D,
171087,1387,50719,Jeremy,Davies,84,D,
171087,1387,56868,Jeremy,Lauzon,5,D,
171087,1387,48601,Brett,Howden,21,F,
171087,1387,53253,Noah,Hanifin,15,D,
171087,1387,50216,Raphael,Lavoie,36,F,
171087,1387,48636,Dylan,Coghlan,52,D,
171087,1387,52537,Trevor,Connelly,24,F,
171087,1387,48595,Tomas,Hertl,48,F,
171087,1387,58173,Brandon,Saad,20,F,
171087,1387,48299,Jack,Eichel,9,F,
171087,1387,58174,Mitch,Marner,93,F,
171087,1387,44103,Nic,Dowd,26,F,
171087,1387,48622,Tanner,Laczynski,28,F,
171087,1387,56369,Ben,Hutton,17,D,
171087,1387,48616,William,Karlsson,71,F,
171087,1387,51099,Ivan,Barbashev,49,F,
171087,1387,58175,Mark,Stone,61,F,
171087,1387,50736,Kai,Uchacz,77,F,
171087,1387,48637,Adin,Hill,33,G,
171082,1385,55063,Brian,Halonen,27,F,
171082,1385,53455,Luke,Cavallin,60,G,
171082,1385,58145,David,Pastrnak,88,F,
171082,1385,53454,Matthew,Poitras,51,F,
171082,1385,42293,Morgan,Geekie,39,F,
171082,1385,48464,Connor,Clifton,31,D,
171082,1385,48451,Ivan,Ivan,82,F,
171082,1385,48460,Elias,Lindholm,28,F,
171082,1385,49292,Maxence,Guenette,25,D,
171082,1385,48467,Casey,Mittelstadt,11,F,
171082,1385,58143,Tanner,Jeannot,84,F,
171082,1385,48457,Sean,Kuraly,52,F,
171082,1385,48466,Fraser,Minten,93,F,
171082,1385,42290,Jonathan,Aspirot,45,D,
171082,1385,53461,Jordan,Harris,43,D,
171082,1385,53459,Alex,Steeves,21,F,
171082,1385,58142,Mason,Lohrei,6,D,
171082,1385,48452,Marat,Khusnutdinov,92,F,
171082,1385,58144,Charlie,McAvoy,73,D,
171082,1385,48458,Will,Borgen,17,D,
171082,1385,58146,JJ,Peterka,77,F,
171082,1385,53457,Jeremy,Swayman,1,G,
171082,1387,50669,Lukas,Cormier,51,D,
171082,1387,48626,Rasmus,Andersson,4,D,
171082,1387,50719,Jeremy,Davies,84,D,
171082,1387,56868,Jeremy,Lauzon,5,D,
171082,1387,48601,Brett,Howden,21,F,
171082,1387,53253,Noah,Hanifin,15,D,
171082,1387,50216,Raphael,Lavoie,36,C,
171082,1387,48636,Dylan,Coghlan,52,D,
171082,1387,52537,Trevor,Connelly,24,F,
171082,1387,48595,Tomas,Hertl,48,F,
171082,1387,58173,Brandon,Saad,20,F,
171082,1387,58175,Mark,Stone,61,RW,
171082,1387,48299,Jack,Eichel,9,C,
171082,1387,44103,Nic,Dowd,26,F,
171082,1387,48622,Tanner,Laczynski,28,F,
171082,1387,56369,Ben,Hutton,17,D,
171082,1387,48616,William,Karlsson,71,F,
171082,1387,51099,Ivan,Barbashev,49,C,
171082,1387,58174,Mitch,Marner,93,F,
171082,1387,50736,Kai,Uchacz,77,F,
